order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_cost
O055930,C01503,2025-06-04,Completed,COD,15.91,132.47
O055931,C08223,2025-09-21,Completed,Credit Card,27.33,85.13
O055932,C09281,2025-12-04,Completed,UPI,100.67,44.25
O055933,C00765,2025-06-25,Completed,Debit Card,56.5,112.59
O055935,C09452,2025-01-29,Completed,COD,34.02,114.59
O055936,C07564,2025-06-13,Completed,Credit Card,59.61,78.4
O055937,C07627,2025-04-23,Completed,UPI,135.45,75.01
O055939,C02270,2025-01-23,Completed,Credit Card,66.83,75.16
O055941,C05829,2025-01-21,Completed,Debit Card,83.61,57.22
O055942,C06598,2025-11-13,In Transit,Credit Card,30.23,124.7
O055943,C09041,2026-04-17,Completed,Credit Card,13.33,114.68
O055944,C04894,2025-01-15,Completed,UPI,91.11,104.63
O055945,C05014,2026-04-02,Completed,UPI,23.24,131.54
O055947,C09977,2026-05-01,Completed,Credit Card,32.64,132.04
O055948,C09474,2026-03-10,Completed,UPI,103.82,128.26
O055949,C00733,2026-06-15,In Transit,UPI,9.12,132.99
O055950,C05596,2026-03-21,Completed,COD,168.08,122.57
O055951,C03521,2026-04-24,Completed,Credit Card,28.81,80.12
O055952,C04298,2025-03-14,Completed,Debit Card,164.35,40.19
O055953,C06543,2026-08-06,Completed,UPI,8.2,41.23
O055955,C04962,2025-10-10,Completed,Debit Card,90.56,98.17
O055956,C02770,2025-10-12,In Transit,UPI,12.95,46.86
O055957,C00839,2026-07-02,Completed,Debit Card,26.28,52.42
O055958,C07571,2026-06-03,In Transit,COD,124.55,72.01
O055959,C03810,2025-11-17,Completed,Debit Card,21.37,46.28
O055960,C08896,2025-11-25,Completed,UPI,43.82,92.21
O055961,C09466,2026-04-09,Completed,UPI,16.62,41.79
O055962,C00907,2026-05-05,Completed,UPI,92.85,104.58
O055963,C06858,2026-07-23,Completed,UPI,46.61,138.72
O055964,C08234,2026-08-12,In Transit,UPI,38.93,149.35
O055965,C06498,2025-10-14,Completed,Credit Card,60.35,73.79
O055968,C04636,2026-02-25,Completed,COD,72.72,132.69
O055969,C02624,2026-08-29,Completed,COD,54.05,146.83
O055970,C08989,2026-05-28,Completed,Credit Card,109.33,124.79
O055971,C00514,2025-02-10,Completed,Debit Card,130.35,113.87
O055973,C06081,2026-03-19,Completed,Credit Card,53.09,43.1
O055974,C06612,2025-12-19,Completed,Credit Card,27.97,131.66
O055975,C07390,2026-02-03,Completed,Debit Card,18.15,80.13
O055976,C02799,2026-07-20,Cancelled,Debit Card,86.86,114.89
O055977,C02991,2025-09-15,Completed,Credit Card,53.26,79.83
O055978,C04162,2025-12-02,Completed,COD,97.45,44.52
O055979,C02375,2026-01-13,Completed,UPI,55.74,65.83
O055980,C03801,2025-11-04,Completed,Credit Card,3.59,41.79
O055981,C06994,2026-07-03,Completed,Debit Card,112.73,71.55
O055982,C04993,2026-07-03,Cancelled,Credit Card,19.73,135.15
O055983,C09677,2025-01-15,Completed,UPI,29.18,49.81
O055984,C05810,2026-05-05,Completed,Credit Card,146.45,100.44
O055985,C03322,2025-10-17,Completed,COD,91.46,52.22
O055986,C01858,2025-05-09,Returned,UPI,64.94,95.9
O055987,C02244,2026-02-11,In Transit,UPI,76.2,137.89
O055988,C00167,2025-01-09,Completed,UPI,112.5,132.15
O055991,C07807,2026-07-04,In Transit,UPI,21.68,90.14
O055993,C08023,2026-02-09,In Transit,Credit Card,46.68,64.45
O055994,C09336,2026-03-21,Completed,Credit Card,3.05,90.83
O055996,C05123,2026-03-01,Cancelled,Debit Card,96.28,76.55
O055997,C01366,2026-05-25,Completed,UPI,42.13,109.13
O055998,C00812,2025-01-13,Returned,UPI,83.82,46.22
O055999,C02234,2026-03-20,In Transit,UPI,69.51,51.69
O056000,C06660,2026-04-15,In Transit,UPI,57.39,54.01
O056002,C05338,2026-05-09,Completed,UPI,100.92,129.78
O056003,C04373,2025-03-04,Completed,Credit Card,107.22,80.93
O056004,C06308,2026-08-07,Completed,UPI,6.5,98.15
O056005,C00546,2025-09-13,Completed,UPI,40.36,121.32
O056006,C09806,2025-04-30,In Transit,Credit Card,81.99,138.63
O056007,C06919,2026-06-24,Completed,Credit Card,63.69,106.93
O056008,C07248,2025-07-07,Completed,UPI,14.92,142.51
O056009,C00169,2025-02-05,Completed,Credit Card,50.27,44.99
O056010,C00809,2025-04-28,Completed,UPI,11.64,139.74
O056012,C01106,2026-05-02,In Transit,UPI,13.62,114.18
O056013,C08984,2026-04-16,Completed,Credit Card,38.78,57.49
O056014,C06230,2025-02-24,Completed,Credit Card,0.21,101.87
O056016,C06150,2026-08-04,Completed,Credit Card,64.31,63.12
O056017,C08064,2026-03-12,Completed,UPI,83.75,92.86
O056018,C08044,2026-06-21,Completed,UPI,77.64,116.79
O056019,C04035,2026-05-04,Completed,Debit Card,35.92,129.02
O056020,C04613,2026-04-16,Completed,Credit Card,62.41,57.56
O056021,C07391,2025-08-28,Completed,UPI,42.09,40.13
O056022,C08771,2026-01-09,Completed,UPI,66.61,116.95
O056023,C07981,2026-08-20,Completed,COD,89.61,74.56
O056024,C05975,2026-01-07,Completed,Debit Card,41.09,119.1
O056025,C07275,2025-10-15,Completed,UPI,16.54,82.88
O056026,C06551,2026-08-04,Completed,UPI,31.16,75.08
O056027,C05790,2025-09-11,Completed,UPI,77.43,83.44
O056028,C09218,2026-02-05,In Transit,Credit Card,24.8,64.93
O056030,C03849,2025-01-04,Completed,Credit Card,12.44,49.51
O056031,C09755,2026-05-17,Completed,Credit Card,100.22,58.54
O056032,C09511,2026-03-27,Completed,COD,159.75,85.68
O056034,C00341,2026-03-20,In Transit,Credit Card,117.72,140.59
O056035,C07316,2025-09-17,Completed,UPI,93.58,102.45
O056036,C00316,2026-05-05,Completed,COD,153.99,103.41
O056037,C00751,2025-02-13,Completed,COD,143.69,115.37
O056038,C03567,2026-06-09,In Transit,UPI,118.53,57.43
O056040,C05654,2025-10-27,Completed,UPI,109.6,109.77
O056041,C02468,2026-01-24,Completed,UPI,77.5,80.61
O056042,C02032,2026-07-07,Completed,Debit Card,76.85,106.85
O056043,C06689,2025-07-03,Completed,Credit Card,28.34,123.0
O056044,C04444,2025-02-07,Completed,Credit Card,62.54,124.21
O056045,C00552,2025-10-02,Completed,UPI,37.95,46.63
O056046,C04435,2026-03-20,In Transit,Credit Card,23.45,52.4
O056048,C00687,2026-01-12,Completed,Debit Card,36.93,130.57
O056049,C09189,2026-05-30,In Transit,UPI,34.21,76.31
O056050,C04780,2026-03-11,Completed,UPI,150.04,74.56
O056051,C05125,2025-09-29,Completed,UPI,101.62,70.47
O056052,C03044,2026-06-22,In Transit,Debit Card,56.67,83.95
O056053,C06497,2025-09-28,Completed,UPI,36.15,148.62
O056054,C00226,2026-05-16,Completed,UPI,78.02,94.34
O056055,C07418,2026-05-01,Completed,Debit Card,152.75,87.99
O056056,C01015,2026-07-08,Completed,UPI,18.79,94.43
O056057,C04457,2025-04-05,Completed,Debit Card,47.11,135.42
O056058,C01485,2026-06-26,Completed,UPI,76.85,143.96
O056060,C04662,2026-04-13,Completed,Credit Card,63.59,113.17
O056061,C00673,2026-08-21,Completed,UPI,101.74,66.27
O056062,C01510,2025-08-21,Completed,COD,6.59,97.36
O056063,C05453,2026-08-28,Completed,Debit Card,110.37,146.4
O056064,C06988,2026-07-06,In Transit,UPI,54.23,133.4
O056065,C03622,2026-04-17,Cancelled,Debit Card,48.46,93.51
O056066,C08699,2026-01-12,Completed,Debit Card,42.23,63.46
O056067,C01622,2026-04-14,Completed,UPI,98.74,101.79
O056068,C05625,2025-09-07,Completed,Debit Card,99.65,78.18
O056069,C00915,2025-09-11,Completed,UPI,28.56,128.92
O056070,C01694,2025-08-02,Completed,UPI,39.59,145.31
O056073,C09978,2026-07-22,Completed,COD,9.16,87.47
O056074,C08039,2025-09-28,Completed,UPI,12.28,131.34
O056075,C02035,2026-03-26,Completed,UPI,93.08,145.04
O056076,C02900,2026-04-24,Completed,UPI,59.66,62.17
O056077,C00913,2025-04-06,Completed,UPI,93.68,96.62
O056078,C00563,2025-06-03,Completed,Debit Card,59.06,69.47
O056079,C07353,2025-07-31,Cancelled,Debit Card,41.89,44.69
O056080,C05424,2026-08-08,Completed,Credit Card,2.48,71.94
O056081,C06631,2025-09-10,Completed,Credit Card,75.36,115.65
O056082,C05815,2025-07-14,Returned,UPI,28.02,100.31
O056083,C00120,2026-07-19,In Transit,Debit Card,91.8,64.56
O056084,C03233,2026-04-01,Completed,Credit Card,87.95,143.66
O056085,C06933,2025-09-25,Completed,Credit Card,70.12,103.39
O056086,C08651,2026-08-14,Completed,UPI,13.2,142.97
O056087,C01549,2026-07-20,Completed,COD,53.13,110.72
O056088,C01187,2026-06-18,Completed,Credit Card,94.39,67.94
O056089,C09603,2025-01-28,Completed,COD,46.57,84.99
O056090,C09684,2026-04-19,Completed,UPI,30.06,106.33
O056091,C07519,2025-06-27,Completed,Credit Card,64.93,42.01
O056092,C00610,2025-11-13,Completed,UPI,30.61,118.73
O056093,C06324,2026-01-05,Completed,Debit Card,53.46,141.95
O056094,C01295,2026-07-28,Completed,Credit Card,48.23,95.4
O056095,C08487,2026-07-27,Completed,Credit Card,3.05,65.55
O056096,C03075,2026-07-29,Cancelled,UPI,157.7,73.84
O056097,C04768,2026-02-10,Cancelled,Credit Card,82.27,50.93
O056098,C01910,2025-07-22,Completed,Credit Card,98.14,136.26
O056099,C07277,2026-07-01,Cancelled,UPI,138.14,134.07
O056100,C05024,2026-03-16,Completed,UPI,33.41,120.32
O056101,C07082,2026-08-18,Completed,UPI,22.06,41.12
O056102,C03232,2025-07-31,Completed,COD,64.2,117.22
O056103,C03797,2025-11-16,Completed,COD,91.95,115.95
O056104,C08997,2026-08-03,Completed,Credit Card,172.69,121.09
O056105,C02579,2025-05-28,Completed,Credit Card,52.61,86.5
O056106,C09056,2026-01-26,Completed,UPI,26.16,97.98
O056107,C00770,2026-08-08,Completed,UPI,4.61,102.37
O056111,C09360,2026-04-02,Completed,UPI,56.02,111.35
O056113,C05282,2025-11-25,Completed,Credit Card,99.76,87.01
O056114,C05755,2026-03-15,Completed,UPI,52.75,42.56
O056115,C07967,2026-07-06,Completed,Debit Card,19.38,107.16
O056117,C01183,2025-07-16,Completed,UPI,38.83,143.43
O056118,C08413,2026-08-12,Completed,UPI,111.85,51.67
O056119,C08882,2026-07-31,Completed,Credit Card,33.28,90.03
O056120,C09207,2026-07-25,Completed,Credit Card,8.17,82.51
O056121,C04227,2025-08-21,Completed,UPI,14.78,48.72
O056122,C02257,2025-08-21,Completed,Credit Card,129.4,124.76
O056123,C01205,2025-03-24,Completed,UPI,52.9,133.2
O056124,C05252,2025-08-28,Completed,Credit Card,96.72,74.52
O056125,C02816,2026-04-19,Completed,UPI,133.4,140.3
O056126,C04291,2026-05-13,In Transit,UPI,102.85,93.95
O056127,C01013,2026-05-18,Completed,Credit Card,28.35,128.31
O056130,C01818,2026-05-29,In Transit,Credit Card,104.25,85.33
O056131,C02288,2025-12-08,Completed,Credit Card,152.36,116.19
O056132,C00213,2026-08-23,Completed,Credit Card,13.87,40.75
O056133,C00743,2025-03-16,Cancelled,Debit Card,129.25,55.71
O056134,C01171,2025-08-22,Completed,Credit Card,96.41,76.87
O056135,C06595,2026-08-06,Completed,UPI,41.36,127.67
O056136,C01511,2026-08-12,In Transit,Credit Card,9.81,69.97
O056137,C08832,2025-07-20,Completed,Credit Card,18.64,52.57
O056138,C07887,2025-08-19,Completed,UPI,138.79,84.27
O056139,C08200,2025-01-28,In Transit,UPI,74.64,52.27
O056140,C03563,2026-07-19,Completed,UPI,168.06,147.41
O056141,C00598,2025-09-10,Completed,UPI,101.77,40.82
O056142,C00776,2026-01-23,In Transit,Credit Card,53.04,114.25
O056143,C06918,2026-03-10,Returned,Credit Card,82.79,109.49
O056144,C09252,2025-04-08,Completed,UPI,93.65,48.51
O056145,C01783,2026-08-30,Completed,Credit Card,131.37,123.29
O056146,C08681,2025-11-11,Completed,UPI,48.26,114.16
O056147,C06559,2026-07-25,Completed,UPI,91.97,83.15
O056149,C07000,2025-08-09,Completed,UPI,2.01,74.38
O056150,C00640,2025-04-17,In Transit,UPI,49.57,48.72
O056151,C06057,2025-03-02,Completed,UPI,143.88,123.66
O056152,C04848,2026-07-21,Completed,Debit Card,4.19,49.64
O056153,C08396,2026-04-28,Completed,Credit Card,24.6,90.75
O056154,C04298,2025-05-27,Completed,UPI,40.09,71.05
O056155,C05100,2025-06-13,Completed,UPI,0.35,66.72
O056156,C05818,2026-01-08,Completed,UPI,30.54,66.56
O056157,C05880,2025-03-04,Completed,Credit Card,27.81,76.85
O056158,C04024,2025-05-19,Completed,UPI,7.54,88.32
O056159,C01682,2026-06-25,Completed,Credit Card,58.1,87.3
O056162,C06213,2025-03-01,In Transit,Credit Card,70.9,124.37
O056163,C04556,2025-10-26,Completed,Credit Card,38.12,108.21
O056164,C07957,2026-03-02,In Transit,Debit Card,62.22,79.72
O056165,C05770,2025-10-01,Completed,Credit Card,23.92,81.51
O056166,C03466,2025-09-01,Completed,UPI,57.68,69.93
O056167,C04975,2026-01-10,In Transit,UPI,92.88,149.8
O056168,C03622,2026-04-25,In Transit,Credit Card,142.54,76.88
O056169,C00319,2025-11-19,Completed,Debit Card,57.47,68.41
O056170,C02854,2026-05-25,Completed,COD,6.73,140.36
O056171,C04519,2026-04-18,Completed,Credit Card,16.39,86.06
O056172,C02589,2025-11-13,Cancelled,Debit Card,17.87,131.75
O056173,C07227,2025-03-18,Completed,UPI,103.15,145.13
O056175,C03018,2026-02-17,Returned,UPI,71.65,68.41
O056176,C00253,2025-07-20,Completed,UPI,73.99,140.41
O056178,C05792,2026-03-24,Completed,COD,153.69,135.74
O056179,C00059,2025-04-29,Completed,UPI,28.81,139.92
O056180,C05004,2026-05-23,Returned,UPI,29.08,106.48
O056181,C00990,2025-07-21,Completed,UPI,14.21,89.09
O056182,C06767,2026-05-21,Completed,Credit Card,177.21,113.85
O056183,C05346,2026-04-03,Completed,UPI,31.71,140.35
O056184,C09160,2025-12-10,Completed,UPI,1.47,67.5
O056185,C03978,2026-05-27,Completed,COD,54.98,105.65
O056186,C09255,2025-08-10,Completed,Credit Card,18.36,138.81
O056187,C08393,2026-08-12,Cancelled,UPI,6.24,107.95
O056188,C07546,2025-05-07,Completed,UPI,106.44,104.05
O056189,C04388,2026-01-29,Completed,UPI,91.0,63.9
O056190,C04168,2025-09-29,Completed,Debit Card,92.3,54.2
O056191,C03974,2026-08-08,Completed,Credit Card,71.88,45.56
O056192,C00540,2025-03-28,In Transit,UPI,94.06,61.93
O056193,C06076,2026-06-12,Completed,COD,117.3,145.72
O056194,C08016,2025-06-07,Completed,Credit Card,98.05,97.59
O056195,C07467,2026-01-20,Completed,UPI,102.89,122.84
O056196,C05842,2026-03-10,Completed,Debit Card,63.05,95.22
O056197,C03604,2025-03-22,Completed,COD,177.87,84.63
O056198,C06977,2025-08-24,Completed,Credit Card,118.81,143.29
O056199,C05294,2025-04-25,Completed,UPI,83.61,145.99
O056200,C08428,2026-06-26,Completed,UPI,61.13,91.45
O056201,C02775,2025-11-26,Completed,Credit Card,0.58,116.89
O056202,C01039,2025-05-20,Completed,Debit Card,118.24,40.86
O056203,C00029,2026-06-11,Completed,Debit Card,22.46,111.46
O056204,C07458,2025-11-23,Completed,Credit Card,8.34,51.28
O056205,C06010,2026-04-14,Completed,Credit Card,36.62,70.65
O056206,C00616,2025-04-23,Completed,Credit Card,45.56,97.71
O056207,C08429,2026-08-01,Completed,Credit Card,130.72,92.05
O056208,C04783,2026-08-28,Completed,UPI,120.65,49.83
O056209,C04626,2025-10-16,In Transit,COD,62.73,118.59
O056210,C06860,2026-01-15,Completed,Credit Card,37.77,64.47
O056212,C02414,2026-07-09,In Transit,UPI,132.53,41.45
O056213,C06472,2026-04-24,Completed,UPI,53.97,95.92
O056214,C08620,2026-05-30,Completed,UPI,140.96,79.94
O056215,C03944,2026-03-31,Completed,UPI,61.59,66.61
O056216,C02941,2026-07-21,In Transit,Credit Card,2.25,41.32
O056217,C00617,2026-04-01,Completed,Credit Card,36.48,97.41
O056218,C06068,2026-02-13,Completed,Debit Card,47.24,118.53
O056219,C07573,2026-04-19,Completed,Debit Card,69.83,73.0
O056220,C09687,2025-09-02,Completed,UPI,85.82,89.21
O056221,C06133,2026-04-23,In Transit,Credit Card,94.74,115.27
O056222,C04491,2026-07-03,Completed,Credit Card,56.42,72.02
O056223,C09374,2025-04-09,Completed,Credit Card,46.68,93.06
O056224,C01822,2025-10-17,Completed,Credit Card,42.47,141.24
O056225,C07113,2025-09-10,In Transit,Debit Card,14.39,86.8
O056227,C08654,2026-06-25,Completed,Credit Card,13.03,125.27
O056228,C07478,2025-01-15,Completed,UPI,39.14,147.06
O056229,C03369,2025-07-19,Completed,Credit Card,78.65,53.39
O056230,C07778,2025-11-13,Completed,Debit Card,19.54,101.63
O056231,C08937,2026-08-19,In Transit,Credit Card,38.11,54.44
O056232,C02559,2025-10-14,Completed,Credit Card,42.66,142.25
O056233,C05739,2026-05-17,Completed,UPI,72.74,52.58
O056234,C04218,2026-07-01,In Transit,COD,7.0,94.65
O056236,C09731,2025-07-04,Completed,Credit Card,5.01,50.73
O056237,C01050,2025-01-15,Completed,COD,73.06,127.52
O056238,C05503,2026-06-16,Completed,Credit Card,59.74,50.71
O056240,C08724,2026-04-03,Completed,Debit Card,3.74,81.6
O056241,C07825,2025-10-21,Completed,UPI,138.96,140.49
O056242,C02909,2026-06-02,In Transit,UPI,84.62,61.22
O056243,C05226,2026-05-02,Completed,Credit Card,36.78,59.69
O056244,C03808,2026-07-31,Completed,Credit Card,121.09,55.03
O056245,C03570,2025-07-01,Completed,UPI,174.68,81.7
O056246,C07339,2026-04-02,In Transit,Debit Card,106.91,139.07
O056247,C06010,2025-10-03,Completed,Credit Card,139.84,81.29
O056248,C02029,2026-05-23,Completed,Credit Card,0.13,96.52
O056249,C06223,2025-03-18,Completed,Debit Card,76.85,91.99
O056250,C04653,2025-12-11,Completed,Credit Card,80.06,59.06
O056251,C03444,2025-06-20,Cancelled,COD,8.29,74.9
O056252,C00686,2025-10-30,Completed,COD,11.96,132.64
O056253,C09302,2026-02-07,Completed,Credit Card,54.3,146.77
O056254,C08657,2026-07-27,Completed,UPI,68.98,71.16
O056255,C03077,2026-07-08,Returned,Credit Card,6.46,146.33
O056256,C05579,2026-01-03,Completed,UPI,50.97,94.87
O056257,C08685,2025-10-14,Completed,Credit Card,20.14,48.25
O056258,C05202,2025-04-29,Completed,Credit Card,98.35,88.93
O056259,C01422,2025-04-15,Completed,COD,79.14,85.46
O056260,C04763,2026-04-18,In Transit,UPI,22.22,88.51
O056262,C04588,2026-07-22,Completed,Credit Card,69.9,115.19
O056263,C08516,2026-04-28,Completed,Debit Card,145.59,147.43
O056264,C04112,2025-05-19,Completed,Credit Card,2.06,108.24
O056265,C08031,2025-12-17,Completed,Debit Card,159.07,132.43
O056266,C02358,2025-02-04,In Transit,UPI,139.61,91.37
O056267,C05947,2025-01-09,Completed,COD,59.49,51.38
O056268,C04279,2025-08-12,Completed,UPI,93.63,71.1
O056269,C09741,2025-11-19,In Transit,UPI,34.76,88.95
O056270,C00006,2025-12-14,Completed,UPI,45.51,70.14
O056272,C08166,2026-01-29,Completed,COD,38.64,113.08
O056273,C03941,2026-05-25,Completed,Debit Card,24.62,142.24
O056274,C02220,2026-06-26,Completed,Credit Card,57.21,99.47
O056275,C08567,2025-10-09,In Transit,UPI,2.48,65.92
O056276,C05928,2026-08-13,In Transit,UPI,124.71,54.0
O056277,C05583,2025-06-10,In Transit,Credit Card,48.65,116.94
O056279,C01586,2025-04-29,Completed,Debit Card,6.64,61.93
O056280,C05775,2026-08-28,Completed,Credit Card,95.0,73.95
O056281,C05057,2026-05-27,In Transit,UPI,13.86,56.56
O056282,C04046,2026-02-11,Completed,UPI,28.78,84.74
O056283,C00781,2026-04-19,Completed,COD,67.79,103.56
O056284,C06537,2026-06-05,In Transit,UPI,118.32,42.55
O056285,C06337,2026-07-08,Completed,Debit Card,121.58,40.18
O056287,C01320,2026-08-16,In Transit,Debit Card,126.53,104.15
O056288,C03071,2025-12-08,Completed,UPI,125.54,124.2
O056289,C04713,2026-01-16,In Transit,UPI,150.41,86.07
O056290,C07374,2026-08-19,Completed,Debit Card,14.67,74.33
O056291,C02271,2026-06-17,Completed,UPI,37.19,122.25
O056292,C08043,2025-12-22,Completed,Credit Card,54.62,72.35
O056294,C06681,2026-04-15,Completed,COD,43.15,136.95
O056295,C09388,2025-06-11,Completed,UPI,28.32,64.92
O056296,C07170,2026-07-06,Completed,Credit Card,9.85,65.33
O056297,C00709,2025-12-17,Completed,COD,3.32,105.63
O056298,C03794,2026-08-14,In Transit,Debit Card,146.03,90.86
O056299,C05797,2026-08-10,Completed,UPI,55.42,82.66
O056301,C03488,2025-07-16,Completed,UPI,101.59,66.83
O056304,C07004,2025-01-21,Completed,Debit Card,27.11,62.9
O056305,C09164,2026-03-11,Completed,COD,45.57,86.9
O056306,C07814,2025-12-19,Completed,Credit Card,36.11,40.16
O056307,C02669,2025-05-11,In Transit,Credit Card,53.17,141.77
O056308,C05421,2025-07-23,Returned,Credit Card,7.99,137.15
O056309,C04792,2026-03-08,Completed,Credit Card,20.14,82.6
O056310,C00162,2026-07-16,Completed,UPI,124.57,138.72
O056311,C09405,2025-06-20,Completed,Credit Card,144.25,100.38
O056312,C04679,2026-02-21,Completed,Debit Card,53.27,55.89
O056313,C09447,2025-12-24,Completed,Debit Card,43.46,76.79
O056314,C06666,2026-01-27,Completed,Credit Card,61.97,40.38
O056315,C07110,2026-02-10,Completed,COD,93.01,56.07
O056316,C04287,2025-06-01,Completed,UPI,44.21,100.8
O056317,C08619,2026-08-10,Completed,UPI,89.04,137.85
O056318,C01895,2026-01-26,Completed,Credit Card,0.85,69.32
O056319,C09607,2025-07-12,Completed,UPI,17.59,77.38
O056320,C06179,2025-04-09,Completed,Debit Card,12.25,147.22
O056321,C03358,2025-10-01,Completed,Credit Card,0.45,116.24
O056322,C07427,2026-03-04,In Transit,UPI,29.61,108.2
O056323,C07477,2025-10-31,Completed,Credit Card,139.0,118.29
O056324,C07775,2026-07-10,Completed,Debit Card,84.2,130.74
O056325,C02979,2026-05-25,Completed,UPI,146.77,140.88
O056326,C00265,2026-05-12,Completed,COD,30.63,115.61
O056327,C08922,2026-02-03,Completed,UPI,117.21,144.4
O056328,C08013,2026-06-14,Completed,Debit Card,20.14,78.51
O056329,C04044,2025-06-14,Cancelled,UPI,47.01,41.64
O056331,C04704,2026-06-15,Completed,COD,83.35,42.0
O056332,C03099,2025-12-30,Completed,UPI,58.04,46.96
O056333,C01984,2026-06-16,Completed,COD,96.02,96.32
O056334,C04877,2025-04-30,Returned,UPI,127.65,110.35
O056335,C08329,2026-08-24,Completed,Debit Card,121.73,137.73
O056336,C05832,2026-08-22,Completed,Credit Card,6.77,101.94
O056337,C04889,2026-01-18,Completed,UPI,11.42,101.89
O056338,C09949,2026-02-23,Completed,UPI,98.9,106.16
O056339,C07620,2025-08-08,Returned,Debit Card,62.03,139.23
O056341,C04189,2026-05-12,Completed,UPI,14.52,62.65
O056343,C06119,2026-02-06,Completed,UPI,143.04,119.96
O056344,C06835,2026-04-24,Completed,Credit Card,55.55,119.41
O056345,C03293,2025-11-27,Completed,Credit Card,34.12,75.05
O056346,C03700,2025-07-24,Completed,Credit Card,50.56,97.15
O056347,C01048,2026-02-17,Completed,UPI,18.13,138.66
O056348,C00915,2026-08-28,Completed,UPI,6.49,66.55
O056350,C09280,2025-04-24,In Transit,Credit Card,68.75,74.58
O056351,C02010,2025-04-29,Completed,UPI,102.3,123.57
O056352,C09251,2026-04-29,Completed,UPI,6.73,81.34
O056353,C03477,2026-05-01,Completed,Credit Card,80.37,94.66
O056354,C08834,2026-07-06,Completed,Credit Card,69.82,97.8
O056355,C00270,2025-11-01,Completed,Debit Card,35.92,94.56
O056356,C00928,2026-05-14,Completed,UPI,27.94,144.27
O056357,C04358,2026-06-30,Completed,Credit Card,20.32,93.45
O056358,C08516,2026-07-27,In Transit,Credit Card,122.94,134.11
O056359,C04503,2026-05-02,Completed,UPI,92.13,138.76
O056360,C08425,2025-03-20,Completed,UPI,96.31,106.55
O056361,C03441,2026-08-03,Completed,Debit Card,13.74,40.96
O056362,C01326,2025-07-29,Completed,Credit Card,132.5,64.42
O056363,C09275,2026-03-24,Completed,UPI,46.55,58.07
O056364,C00776,2026-06-14,Completed,UPI,163.56,125.63
O056365,C07096,2025-11-20,Completed,UPI,86.05,48.13
O056366,C08855,2025-03-23,Completed,Credit Card,16.9,62.8
O056367,C01211,2026-01-13,Completed,Credit Card,104.43,62.53
O056368,C05198,2025-10-30,Completed,COD,71.57,92.89
O056369,C00551,2026-06-08,In Transit,Debit Card,134.59,71.57
O056370,C04600,2025-01-21,Completed,UPI,70.92,112.12
O056372,C03084,2026-08-29,In Transit,UPI,65.73,57.59
O056373,C02362,2025-09-26,Completed,Debit Card,137.44,101.59
O056374,C02551,2026-08-03,Completed,Credit Card,11.98,89.7
O056375,C07954,2025-09-10,Completed,Credit Card,61.37,145.5
O056376,C09749,2025-04-18,Completed,UPI,9.56,134.48
O056377,C02318,2026-03-06,Completed,Credit Card,135.3,56.8
O056378,C00704,2025-02-13,Completed,UPI,161.29,137.7
O056379,C01264,2026-07-14,Completed,UPI,67.7,113.02
O056380,C06304,2026-01-24,Completed,Credit Card,138.59,129.38
O056382,C04505,2025-08-10,Completed,Credit Card,53.06,87.65
O056383,C00807,2025-12-27,Completed,Credit Card,102.66,115.1
O056384,C09296,2025-08-06,Completed,COD,44.21,54.11
O056385,C09316,2025-02-18,Completed,UPI,18.58,128.51
O056386,C03964,2026-08-24,Completed,UPI,60.36,76.3
O056387,C08244,2026-08-21,Completed,UPI,1.41,82.5
O056389,C05087,2025-02-27,Returned,UPI,38.89,148.79
O056390,C06032,2026-07-09,Completed,Debit Card,52.9,106.83
O056391,C07360,2025-11-08,Completed,Credit Card,100.83,120.17
O056392,C08944,2026-08-05,In Transit,UPI,46.75,93.29
O056393,C00914,2026-03-08,Completed,UPI,102.1,92.57
O056394,C00552,2026-04-03,Returned,COD,34.13,100.9
O056395,C06775,2025-11-10,Completed,UPI,70.43,80.35
O056396,C00498,2025-04-17,Completed,UPI,47.02,104.27
O056397,C01055,2026-08-30,Completed,UPI,110.88,55.63
O056398,C04245,2026-03-06,Returned,Credit Card,31.93,98.92
O056399,C01861,2026-06-11,In Transit,Debit Card,35.63,101.49
O056400,C09018,2026-07-15,In Transit,UPI,131.58,92.14
O056401,C03349,2026-07-06,Returned,UPI,0.24,138.25
O056402,C05793,2026-02-03,In Transit,Debit Card,83.5,115.35
O056403,C00104,2025-04-14,Completed,Credit Card,46.45,84.15
O056404,C05141,2025-05-08,Completed,UPI,44.62,136.78
O056405,C08135,2025-12-13,In Transit,UPI,116.93,127.52
O056406,C09694,2026-06-04,Completed,UPI,13.79,109.67
O056407,C06803,2025-10-30,Completed,Debit Card,25.56,57.41
O056408,C02069,2025-06-09,Completed,COD,91.8,115.37
O056410,C01581,2025-06-29,Completed,Credit Card,156.57,83.1
O056411,C03413,2025-01-18,Completed,Credit Card,24.37,86.68
O056412,C05631,2026-02-05,In Transit,UPI,94.61,149.99
O056414,C08768,2025-05-06,Completed,Debit Card,95.92,133.65
O056415,C02082,2025-05-30,Completed,UPI,34.02,78.71
O056416,C04344,2026-01-08,Completed,UPI,121.0,76.38
O056417,C06342,2025-09-12,Completed,UPI,4.63,47.07
O056418,C09814,2026-06-17,Completed,Credit Card,99.75,66.91
O056419,C02180,2025-12-02,Completed,Credit Card,119.28,126.52
