customer_id,signup_date,age,gender,city,acquisition_channel,customer_segment
C04648,2025-04-10,64,Female,Pune,Organic Search,Premium
C04649,2024-02-07,33,Female,Jaipur,Instagram,Regular
C04650,2025-02-28,58,Female,Jaipur,Referral,Regular
C04651,2024-04-25,29,Male,Bangalore,Direct,Premium
C04652,2023-10-22,59,Female,Ahmedabad,Google,Regular
C04653,2025-11-06,37,Male,Pune,Instagram,Regular
C04654,2024-10-31,46,Male,Hyderabad,Direct,Regular
C04655,2024-12-28,32,Male,Pune,Google,Regular
C04656,2025-06-10,22,Female,Bangalore,Organic Search,Budget
C04657,2025-03-03,63,Female,Mumbai,Instagram,VIP
C04658,2024-04-27,52,Female,Kolkata,Organic Search,Regular
C04659,2024-07-10,40,Male,Delhi,Direct,Budget
C04660,2024-11-02,22,Female,Mumbai,Organic Search,Budget
C04661,2024-01-19,43,Female,Ahmedabad,Google,Regular
C04662,2023-11-26,18,Female,Mumbai,Instagram,Regular
C04663,2025-05-15,38,Male,Lucknow,Google,Premium
C04664,2023-10-21,31,Male,Lucknow,YouTube,Premium
C04665,2024-11-07,29,Male,Bangalore,Organic Search,Regular
C04666,2023-11-29,59,Female,Pune,Google,Budget
C04667,2025-02-27,46,Male,Chennai,Google,Budget
C04668,2025-12-23,45,Male,Jaipur,Direct,Budget
C04669,2024-01-17,57,Female,Chennai,YouTube,Regular
C04670,2024-01-22,50,Female,Hyderabad,Google,Budget
C04671,2025-05-01,59,Female,Chennai,Direct,Regular
C04672,2025-02-12,27,Female,Hyderabad,Instagram,Premium
C04673,2025-08-11,60,Female,Chennai,Instagram,Regular
C04674,2024-03-29,30,Male,Delhi,Google,Premium
C04675,2025-07-03,31,Male,Pune,YouTube,Regular
C04676,2025-11-11,57,Female,Pune,Direct,Budget
C04677,2024-05-23,38,Male,Jaipur,Organic Search,Regular
C04678,2023-11-14,38,Female,Jaipur,Organic Search,Regular
C04679,2025-12-26,21,Male,Bangalore,Organic Search,Regular
C04680,2024-08-16,19,Female,Chennai,Direct,Regular
C04681,2026-06-05,49,Female,Lucknow,Instagram,VIP
C04682,2023-12-04,36,Female,Lucknow,Instagram,Premium
C04683,2025-09-02,56,Female,Pune,Instagram,Premium
C04684,2024-12-04,55,Female,Kolkata,Referral,Regular
C04685,2024-09-12,61,Male,Hyderabad,Organic Search,Regular
C04686,2024-08-13,57,Male,Hyderabad,Google,Regular
C04687,2025-06-08,39,Female,Mumbai,Google,Regular
C04688,2023-09-23,38,Male,Ahmedabad,Instagram,Budget
C04689,2024-07-27,21,Female,Chennai,Google,Regular
C04690,2026-08-14,58,Male,Pune,Direct,Premium
C04691,2025-07-03,60,Female,Jaipur,Google,Budget
C04692,2026-08-17,25,Male,Chennai,Instagram,Regular
C04693,2024-12-24,41,Male,Bangalore,Organic Search,Premium
C04694,2024-02-03,61,Male,Delhi,Referral,Regular
C04695,2023-10-16,31,Male,Lucknow,Referral,VIP
C04696,2026-02-09,22,Female,Jaipur,Instagram,Regular
C04697,2024-04-02,32,Female,Hyderabad,Instagram,VIP
C04698,2024-10-10,21,Male,Hyderabad,Google,Regular
C04699,2025-12-05,39,Female,Pune,Google,Regular
C04700,2026-03-19,24,Male,Lucknow,Google,Regular
C04701,2023-12-29,37,Male,Chennai,Direct,Regular
C04702,2023-10-26,52,Female,Hyderabad,YouTube,Premium
C04703,2026-07-03,35,Female,Ahmedabad,Instagram,Premium
C04704,2026-06-08,35,Male,Mumbai,Instagram,Regular
C04705,2026-04-06,26,Female,Jaipur,Organic Search,VIP
C04706,2026-02-11,24,Male,Mumbai,Organic Search,Regular
C04707,2023-09-12,51,Female,Ahmedabad,Google,Regular
C04708,2025-09-26,45,Male,Chennai,Instagram,Regular
C04709,2023-12-27,19,Male,Delhi,Google,Premium
C04710,2025-01-02,34,Female,Delhi,Instagram,Regular
C04711,2023-09-21,46,Other,Hyderabad,Direct,Regular
C04712,2024-04-13,21,Male,Jaipur,Organic Search,Regular
C04713,2025-04-08,51,Female,Ahmedabad,YouTube,VIP
C04714,2024-04-07,30,Female,Ahmedabad,Direct,Premium
C04715,2025-03-23,38,Female,Kolkata,Instagram,Budget
C04716,2024-06-06,60,Female,Bangalore,Referral,Budget
C04717,2025-02-07,18,Female,Delhi,YouTube,Budget
C04718,2025-11-04,40,Male,Jaipur,Instagram,Budget
C04719,2024-01-29,43,Female,Hyderabad,Direct,Regular
C04720,2025-10-01,44,Female,Bangalore,Direct,Regular
C04721,2023-09-17,35,Male,Ahmedabad,Google,Premium
C04722,2025-05-27,58,Female,Mumbai,YouTube,Budget
C04723,2025-08-24,54,Female,Lucknow,YouTube,Budget
C04724,2023-10-14,40,Female,Lucknow,Organic Search,Regular
C04725,2024-03-01,46,Male,Hyderabad,Google,Premium
C04726,2024-07-04,56,Female,Jaipur,Google,Regular
C04727,2026-01-08,40,Male,Pune,Instagram,Budget
C04728,2025-07-05,59,Female,Hyderabad,Instagram,Budget
C04729,2023-10-25,57,Female,Lucknow,Instagram,Regular
C04730,2025-08-14,51,Female,Pune,Direct,Budget
C04731,2023-09-06,28,Female,Lucknow,Referral,Regular
C04732,2024-10-26,28,Male,Bangalore,Direct,Regular
C04733,2024-06-20,19,Male,Pune,Instagram,Regular
C04734,2026-03-18,45,Male,Chennai,Direct,Budget
C04735,2025-08-20,28,Male,Delhi,Instagram,Budget
C04736,2026-04-01,31,Female,Chennai,Organic Search,Premium
C04737,2023-09-17,29,Female,Mumbai,Google,Regular
C04738,2026-04-04,30,Male,Bangalore,Google,Regular
C04739,2025-08-08,49,Male,Chennai,YouTube,Premium
C04740,2024-05-07,41,Female,Hyderabad,Instagram,VIP
C04741,2024-10-18,53,Male,Kolkata,Direct,Regular
C04742,2026-08-02,52,Female,Lucknow,Google,Budget
C04743,2023-12-15,26,Female,Hyderabad,Google,VIP
C04744,2024-08-07,54,Male,Kolkata,Organic Search,Regular
C04745,2026-04-03,49,Female,Kolkata,Referral,Budget
C04746,2025-04-01,43,Female,Pune,Instagram,Regular
C04747,2024-03-19,58,Male,Ahmedabad,Organic Search,Regular
C04748,2025-02-26,21,Female,Chennai,Direct,Regular
C04749,2025-01-10,31,Other,Lucknow,Referral,Budget
C04750,2026-06-08,61,Male,Chennai,Instagram,Regular
C04751,2023-09-20,49,Male,Chennai,Google,Budget
C04752,2024-05-25,43,Female,Chennai,Referral,Regular
C04753,2025-03-30,47,Male,Jaipur,Organic Search,VIP
C04754,2024-08-27,59,Male,Jaipur,Google,Regular
C04755,2024-11-01,63,Male,Lucknow,Direct,Regular
C04756,2024-02-16,50,Female,Hyderabad,Direct,Budget
C04757,2024-09-11,55,Male,Pune,Direct,Premium
C04758,2024-09-16,48,Female,Bangalore,Referral,Budget
C04759,2025-07-13,54,Male,Chennai,Direct,Regular
C04760,2024-05-12,54,Male,Bangalore,Referral,Regular
C04761,2026-08-04,40,Female,Ahmedabad,Google,VIP
C04762,2025-02-27,46,Male,Chennai,Referral,VIP
C04763,2026-02-02,49,Male,Chennai,Direct,Regular
C04764,2025-07-13,18,Female,Mumbai,Instagram,Regular
C04765,2026-04-17,58,Male,Jaipur,Instagram,Regular
C04766,2026-04-29,40,Male,Mumbai,Instagram,Budget
C04767,2026-02-06,23,Female,Jaipur,Instagram,Premium
C04768,2023-09-29,21,Female,Pune,Direct,Regular
C04769,2025-04-27,48,Male,Kolkata,Organic Search,Regular
C04770,2024-06-30,45,Female,Kolkata,Instagram,Premium
C04771,2024-02-10,47,Female,Pune,Google,Premium
C04772,2026-05-07,46,Female,Jaipur,Google,Regular
C04773,2025-08-16,57,Male,Mumbai,Instagram,Premium
C04774,2023-12-02,31,Male,Mumbai,YouTube,Budget
C04775,2024-10-19,18,Female,Kolkata,Direct,Regular
C04776,2026-07-15,46,Male,Hyderabad,Instagram,Premium
C04777,2025-06-29,29,Female,Hyderabad,Instagram,Budget
C04778,2025-07-13,49,Male,Bangalore,YouTube,Regular
C04779,2024-05-03,43,Male,Mumbai,Instagram,VIP
C04780,2024-05-17,38,Female,Mumbai,Direct,VIP
C04781,2024-02-11,53,Male,Ahmedabad,Organic Search,Budget
C04782,2026-07-26,29,Female,Bangalore,Organic Search,VIP
C04783,2026-05-21,62,Male,Ahmedabad,Google,VIP
C04784,2024-08-22,38,Male,Jaipur,Google,Budget
C04785,2025-04-13,34,Male,Ahmedabad,Google,Premium
C04786,2024-04-10,26,Female,Pune,Organic Search,Budget
C04787,2024-01-26,20,Male,Hyderabad,Instagram,Premium
C04788,2025-04-12,40,Male,Chennai,Instagram,VIP
C04789,2026-01-20,54,Female,Delhi,Referral,Budget
C04790,2026-03-30,27,Male,Pune,Instagram,Premium
C04791,2024-07-31,54,Female,Lucknow,YouTube,Regular
C04792,2025-10-08,54,Female,Delhi,YouTube,Regular
C04793,2025-03-24,32,Female,Delhi,YouTube,Premium
C04794,2024-01-23,41,Female,Ahmedabad,Organic Search,Premium
C04795,2026-08-23,39,Female,Kolkata,Organic Search,Regular
C04796,2026-08-01,39,Male,Delhi,Google,Budget
C04797,2024-02-03,56,Male,Mumbai,Organic Search,Budget
C04798,2026-06-15,58,Male,Ahmedabad,Instagram,Regular
C04799,2026-05-29,57,Male,Mumbai,YouTube,Premium
C04800,2024-08-09,30,Female,Pune,Referral,Budget
C04801,2025-04-29,36,Male,Chennai,YouTube,Regular
C04802,2026-07-02,57,Other,Jaipur,Referral,Budget
C04803,2024-01-04,19,Female,Pune,Direct,Budget
C04804,2024-08-10,64,Female,Bangalore,Referral,Budget
C04805,2026-04-18,59,Female,Delhi,Referral,Premium
C04806,2025-11-01,33,Female,Ahmedabad,Direct,Premium
C04807,2025-12-13,19,Female,Kolkata,Google,Regular
C04808,2026-04-18,21,Female,Delhi,Organic Search,Regular
C04809,2024-11-23,40,Female,Chennai,Direct,Budget
C04810,2024-11-20,30,Male,Bangalore,Google,Budget
C04811,2024-12-25,20,Female,Jaipur,Organic Search,Regular
C04812,2026-06-16,29,Female,Jaipur,Organic Search,Premium
C04813,2026-05-03,32,Female,Lucknow,Referral,Regular
C04814,2026-06-15,22,Male,Mumbai,Instagram,Budget
C04815,2024-06-23,52,Female,Ahmedabad,Direct,Regular
C04816,2025-12-28,48,Other,Pune,Google,Budget
C04817,2023-12-23,31,Female,Delhi,YouTube,Regular
C04818,2024-03-17,34,Male,Kolkata,Instagram,Regular
C04819,2025-12-10,19,Male,Kolkata,Instagram,Regular
C04820,2025-06-28,42,Female,Lucknow,Direct,Premium
C04821,2024-06-15,61,Female,Jaipur,Referral,Premium
C04822,2025-05-10,64,Female,Hyderabad,Google,Budget
C04823,2024-05-07,30,Male,Kolkata,Instagram,Premium
C04824,2024-05-08,63,Female,Jaipur,Google,Regular
C04825,2025-09-19,50,Male,Hyderabad,Instagram,Premium
C04826,2024-09-24,58,Female,Chennai,Instagram,VIP
C04827,2025-09-20,21,Male,Delhi,Google,Premium
C04828,2025-01-31,35,Male,Lucknow,Google,Premium
C04829,2025-02-28,53,Female,Ahmedabad,YouTube,Regular
C04830,2025-06-20,52,Female,Jaipur,Organic Search,Budget
C04831,2025-10-16,64,Female,Bangalore,YouTube,Regular
C04832,2024-10-10,58,Male,Kolkata,Google,Budget
C04833,2026-03-18,22,Female,Chennai,YouTube,Regular
C04834,2025-02-16,61,Male,Pune,Direct,Premium
C04835,2024-01-25,52,Male,Pune,Instagram,Regular
C04836,2024-03-26,46,Female,Pune,Google,Budget
C04837,2023-10-02,25,Male,Chennai,Google,Regular
C04838,2025-12-12,23,Male,Jaipur,Google,Regular
C04839,2023-09-13,20,Male,Mumbai,Instagram,Regular
C04840,2024-06-18,22,Male,Delhi,Instagram,Budget
C04841,2024-11-22,63,Female,Mumbai,Google,Regular
C04842,2025-11-18,60,Male,Jaipur,Instagram,Regular
C04843,2026-08-15,29,Other,Mumbai,Organic Search,Regular
C04844,2025-12-05,43,Female,Mumbai,Direct,Premium
C04845,2023-11-08,29,Female,Chennai,Organic Search,Premium
C04846,2026-06-09,50,Male,Kolkata,Referral,Regular
C04847,2026-08-12,55,Female,Hyderabad,Referral,Regular
C04848,2026-04-04,21,Female,Lucknow,Google,Regular
C04849,2025-02-14,21,Male,Mumbai,YouTube,Budget
C04850,2024-08-18,38,Male,Delhi,Referral,Regular
C04851,2025-01-10,36,Female,Delhi,Google,Regular
C04852,2024-05-24,38,Male,Hyderabad,Instagram,Premium
C04853,2024-11-13,59,Male,Hyderabad,Google,Regular
C04854,2023-10-12,54,Female,Delhi,Referral,VIP
C04855,2025-11-10,53,Male,Lucknow,Google,Regular
C04856,2024-10-17,36,Female,Mumbai,Google,Regular
C04857,2024-08-04,37,Male,Bangalore,Instagram,Regular
C04858,2025-06-28,36,Female,Delhi,Google,Regular
C04859,2025-11-18,58,Male,Chennai,Organic Search,Regular
C04860,2025-06-08,62,Female,Chennai,Direct,Regular
C04861,2025-03-25,56,Male,Chennai,Referral,Budget
C04862,2026-04-13,33,Male,Ahmedabad,Google,Premium
C04863,2026-01-06,63,Male,Hyderabad,Google,Budget
C04864,2025-03-20,38,Female,Delhi,YouTube,VIP
C04865,2025-01-03,23,Female,Delhi,YouTube,Budget
C04866,2026-02-19,30,Male,Bangalore,Referral,Regular
C04867,2023-10-13,23,Female,Bangalore,YouTube,Budget
C04868,2026-08-23,53,Female,Kolkata,Instagram,Regular
C04869,2025-03-18,29,Male,Mumbai,YouTube,Regular
C04870,2024-11-03,60,Male,Chennai,Direct,Budget
C04871,2025-11-10,40,Female,Ahmedabad,Referral,Premium
C04872,2025-04-30,59,Female,Kolkata,Instagram,Premium
C04873,2025-03-15,53,Male,Lucknow,Google,Regular
C04874,2025-07-19,28,Female,Delhi,Instagram,Budget
C04875,2023-10-21,53,Female,Chennai,Referral,Budget
C04876,2024-07-12,52,Male,Mumbai,YouTube,Premium
C04877,2024-11-06,58,Female,Chennai,Organic Search,VIP
C04878,2024-07-26,62,Male,Kolkata,Direct,Premium
C04879,2026-02-20,36,Male,Kolkata,YouTube,Regular
C04880,2025-01-14,28,Male,Bangalore,Direct,Regular
C04881,2024-12-03,55,Male,Jaipur,Google,Regular
C04882,2025-06-29,22,Male,Delhi,Organic Search,Regular
C04883,2023-10-26,46,Male,Mumbai,Direct,Regular
C04884,2025-03-16,39,Female,Ahmedabad,Instagram,Regular
C04885,2024-01-30,57,Female,Mumbai,Organic Search,Regular
C04886,2026-02-22,31,Female,Mumbai,Referral,Regular
C04887,2025-01-04,40,Male,Kolkata,Organic Search,VIP
C04888,2025-10-28,45,Female,Mumbai,Direct,Regular
C04889,2023-12-30,50,Female,Lucknow,Instagram,Budget
C04890,2025-12-28,27,Female,Jaipur,Google,VIP
C04891,2026-06-20,29,Female,Kolkata,YouTube,Regular
C04892,2025-09-28,18,Male,Mumbai,YouTube,Regular
C04893,2024-01-23,34,Female,Lucknow,Google,Regular
C04894,2024-11-23,37,Male,Pune,Instagram,Regular
C04895,2025-01-03,61,Male,Bangalore,Organic Search,Budget
C04896,2024-03-11,22,Female,Delhi,Direct,Regular
C04897,2025-06-04,53,Other,Chennai,Organic Search,VIP
C04898,2025-10-17,20,Female,Jaipur,Organic Search,Budget
C04899,2024-04-05,59,Female,Mumbai,Direct,Regular
C04900,2025-01-07,55,Female,Kolkata,Google,Regular
C04901,2024-05-28,20,Female,Jaipur,Google,Premium
C04902,2025-09-24,53,Female,Chennai,YouTube,Regular
C04903,2026-05-18,34,Female,Mumbai,Google,Budget
C04904,2026-01-16,47,Other,Delhi,Instagram,Premium
C04905,2025-10-23,57,Male,Delhi,YouTube,Budget
C04906,2024-01-10,21,Male,Kolkata,Referral,Budget
C04907,2023-12-31,42,Male,Mumbai,Instagram,Premium
C04908,2025-01-01,34,Male,Ahmedabad,Organic Search,Premium
C04909,2024-09-28,44,Male,Kolkata,Direct,VIP
C04910,2025-03-24,36,Male,Kolkata,Direct,Premium
C04911,2024-10-21,29,Male,Chennai,YouTube,Premium
C04912,2026-01-11,58,Female,Kolkata,Referral,Regular
C04913,2025-03-10,61,Male,Mumbai,YouTube,Premium
C04914,2026-07-03,50,Male,Kolkata,Direct,Regular
C04915,2024-10-16,39,Male,Hyderabad,Referral,Regular
C04916,2024-10-18,30,Female,Lucknow,Google,Budget
C04917,2025-12-17,46,Male,Kolkata,Google,Premium
C04918,2026-05-23,20,Female,Mumbai,YouTube,Premium
C04919,2025-05-08,54,Female,Ahmedabad,Instagram,Regular
C04920,2025-08-19,52,Other,Mumbai,YouTube,Budget
C04921,2024-02-08,34,Female,Delhi,Organic Search,Regular
C04922,2026-04-06,18,Female,Jaipur,Referral,Budget
C04923,2024-03-11,46,Other,Hyderabad,YouTube,Regular
C04924,2025-10-16,63,Male,Bangalore,Google,Regular
C04925,2024-11-29,20,Male,Lucknow,Instagram,Budget
C04926,2024-08-01,64,Female,Delhi,Instagram,Regular
C04927,2025-12-17,42,Male,Jaipur,Instagram,Regular
C04928,2024-12-29,35,Male,Ahmedabad,Referral,Premium
C04929,2025-07-14,50,Female,Ahmedabad,Google,Premium
C04930,2024-01-03,62,Female,Bangalore,Direct,Regular
C04931,2024-01-19,26,Female,Pune,Instagram,VIP
C04932,2024-04-06,30,Male,Chennai,Referral,Premium
C04933,2025-07-10,36,Male,Mumbai,YouTube,Premium
C04934,2024-05-31,19,Male,Chennai,Direct,Regular
C04935,2025-01-11,43,Male,Jaipur,Organic Search,Premium
C04936,2026-03-22,58,Male,Lucknow,Organic Search,Regular
C04937,2025-04-14,41,Male,Lucknow,Google,Regular
C04938,2023-09-03,20,Male,Mumbai,YouTube,Premium
C04939,2026-04-21,52,Male,Ahmedabad,Organic Search,Regular
C04940,2024-05-14,36,Male,Pune,YouTube,Premium
C04941,2025-06-03,33,Male,Hyderabad,Organic Search,Premium
C04942,2025-01-30,50,Male,Kolkata,Organic Search,VIP
C04943,2024-11-19,30,Male,Jaipur,Google,Premium
C04944,2023-11-23,61,Male,Delhi,Instagram,Regular
C04945,2025-06-15,31,Female,Chennai,Instagram,Regular
C04946,2024-05-22,53,Male,Jaipur,Organic Search,Budget
C04947,2025-04-18,35,Female,Delhi,Direct,Premium
C04948,2025-07-07,63,Female,Hyderabad,YouTube,Regular
C04949,2025-04-30,30,Male,Bangalore,YouTube,Regular
C04950,2026-02-17,49,Female,Ahmedabad,Instagram,Regular
C04951,2023-10-20,51,Male,Mumbai,Organic Search,Premium
C04952,2024-02-06,64,Other,Lucknow,Organic Search,Budget
C04953,2025-08-12,33,Female,Ahmedabad,Google,VIP
C04954,2023-10-07,62,Female,Jaipur,Google,Regular
C04955,2026-03-20,21,Female,Ahmedabad,Organic Search,Premium
C04956,2025-08-28,55,Female,Lucknow,Direct,Regular
C04957,2026-03-03,63,Female,Lucknow,Direct,Regular
C04958,2024-07-20,49,Female,Pune,Direct,Regular
C04959,2026-06-01,36,Male,Bangalore,Organic Search,Budget
C04960,2023-10-20,22,Other,Bangalore,Google,Regular
C04961,2024-11-26,29,Male,Kolkata,Organic Search,Regular
C04962,2024-03-10,64,Male,Chennai,Google,VIP
C04963,2025-09-02,50,Other,Hyderabad,Organic Search,Regular
C04964,2025-06-27,30,Male,Delhi,YouTube,VIP
C04965,2025-09-23,61,Female,Mumbai,Instagram,Budget
C04966,2025-06-10,28,Female,Pune,Organic Search,Budget
C04967,2026-01-06,30,Female,Pune,Google,Regular
C04968,2024-03-09,61,Male,Delhi,Instagram,Regular
C04969,2025-01-08,46,Male,Pune,Referral,Regular
C04970,2025-05-23,39,Male,Lucknow,Instagram,Budget
C04971,2026-06-13,38,Male,Lucknow,Direct,Premium
C04972,2023-12-08,59,Male,Pune,Instagram,VIP
C04973,2024-07-21,31,Female,Jaipur,Organic Search,VIP
C04974,2024-10-04,40,Female,Ahmedabad,Referral,Budget
C04975,2024-10-16,56,Male,Mumbai,Instagram,Premium
C04976,2023-11-10,35,Female,Ahmedabad,Organic Search,Premium
C04977,2024-12-08,36,Female,Chennai,Instagram,VIP
C04978,2025-04-22,32,Male,Kolkata,Instagram,Budget
C04979,2024-07-13,59,Male,Mumbai,Direct,Budget
C04980,2024-01-22,64,Male,Bangalore,YouTube,Regular
C04981,2025-09-27,38,Male,Lucknow,Direct,Regular
C04982,2024-06-23,23,Male,Jaipur,Referral,Budget
C04983,2025-03-27,38,Male,Chennai,Referral,Regular
C04984,2025-03-25,19,Female,Kolkata,Organic Search,Regular
C04985,2025-09-28,23,Female,Delhi,YouTube,Regular
C04986,2025-06-28,36,Female,Hyderabad,Instagram,Regular
C04987,2023-12-25,51,Male,Ahmedabad,Instagram,Budget
C04988,2025-11-04,26,Female,Pune,Direct,Regular
C04989,2025-07-17,59,Female,Lucknow,Instagram,Regular
C04990,2026-08-13,57,Female,Mumbai,Direct,Regular
C04991,2025-02-08,45,Female,Mumbai,YouTube,Budget
C04992,2025-09-20,18,Female,Bangalore,Google,Budget
C04993,2026-06-16,54,Female,Delhi,Organic Search,Regular
C04994,2026-08-12,40,Female,Pune,Direct,Premium
C04995,2024-07-07,21,Female,Ahmedabad,Instagram,Budget
C04996,2025-06-25,57,Female,Kolkata,Organic Search,Regular
C04997,2024-08-08,55,Male,Delhi,Organic Search,VIP
C04998,2025-03-25,63,Male,Chennai,Organic Search,Premium
C04999,2026-08-22,58,Other,Bangalore,Google,Budget
C05000,2024-09-18,39,Female,Jaipur,Instagram,Regular
C05001,2024-01-17,55,Female,Ahmedabad,Referral,Regular
C05002,2025-05-05,45,Female,Pune,Google,Premium
C05003,2025-03-19,55,Female,Delhi,Organic Search,Premium
C05004,2025-07-20,22,Female,Hyderabad,Instagram,Premium
C05005,2025-02-17,24,Male,Chennai,Referral,Regular
C05006,2024-03-12,45,Other,Delhi,Google,Regular
C05007,2025-06-25,27,Male,Mumbai,Organic Search,Regular
C05008,2025-10-12,25,Male,Ahmedabad,Google,Regular
C05009,2026-08-05,56,Male,Jaipur,Referral,Premium
C05010,2023-08-29,50,Female,Mumbai,Instagram,Budget
C05011,2023-09-23,37,Female,Lucknow,Google,Regular
C05012,2025-07-13,35,Female,Ahmedabad,Direct,VIP
C05013,2024-01-04,60,Female,Kolkata,YouTube,Premium
C05014,2026-03-14,30,Female,Jaipur,Google,Premium
C05015,2026-01-20,61,Male,Bangalore,Direct,Regular
C05016,2026-08-26,42,Female,Pune,Direct,Premium
C05017,2024-11-23,22,Female,Hyderabad,Google,Regular
C05018,2024-08-27,55,Female,Bangalore,Instagram,VIP
C05019,2025-05-03,38,Male,Hyderabad,Referral,Regular
C05020,2025-07-26,30,Male,Ahmedabad,Organic Search,Regular
C05021,2023-09-09,54,Male,Bangalore,Google,Regular
C05022,2024-04-04,24,Female,Delhi,Instagram,Premium
C05023,2024-07-01,56,Male,Ahmedabad,Google,Regular
C05024,2026-01-10,37,Other,Lucknow,Organic Search,Regular
C05025,2024-07-30,30,Male,Ahmedabad,Instagram,Premium
C05026,2025-03-05,44,Other,Lucknow,Referral,Regular
C05027,2024-08-17,22,Male,Chennai,Instagram,Regular
C05028,2023-09-03,30,Female,Jaipur,Instagram,Budget
C05029,2025-09-17,42,Female,Bangalore,Organic Search,Regular
C05030,2024-09-05,60,Female,Bangalore,Direct,Regular
C05031,2025-10-29,64,Female,Hyderabad,Google,VIP
C05032,2025-07-03,57,Male,Bangalore,Referral,Budget
C05033,2023-09-28,29,Female,Kolkata,Instagram,Budget
C05034,2024-03-07,57,Other,Kolkata,Organic Search,Budget
C05035,2024-08-24,47,Other,Kolkata,Google,Budget
C05036,2024-09-01,20,Female,Chennai,Instagram,Premium
C05037,2025-09-03,50,Female,Lucknow,Direct,VIP
C05038,2026-05-28,18,Male,Pune,Direct,Premium
C05039,2026-01-17,19,Male,Chennai,Instagram,Budget
C05040,2025-08-04,37,Female,Bangalore,Organic Search,Premium
C05041,2025-02-05,49,Female,Delhi,Direct,Budget
C05042,2025-07-15,20,Male,Bangalore,Organic Search,Regular
C05043,2026-05-01,55,Female,Bangalore,Google,Regular
C05044,2025-04-07,44,Male,Hyderabad,Google,Regular
C05045,2024-08-29,22,Male,Jaipur,Google,Regular
C05046,2026-01-03,57,Male,Delhi,YouTube,Premium
C05047,2024-11-23,18,Female,Lucknow,Direct,Premium
C05048,2025-11-18,33,Female,Lucknow,Direct,Regular
C05049,2026-02-28,58,Male,Mumbai,Organic Search,Premium
C05050,2024-07-21,23,Female,Delhi,Google,Budget
C05051,2025-10-30,33,Female,Pune,Referral,Budget
C05052,2024-08-07,32,Male,Lucknow,Google,Budget
C05053,2025-04-06,53,Male,Pune,Direct,Budget
C05054,2024-04-12,59,Male,Delhi,Google,Budget
C05055,2025-09-17,62,Male,Bangalore,Referral,Premium
C05056,2026-01-20,39,Male,Lucknow,Referral,Budget
C05057,2026-04-27,62,Female,Ahmedabad,Instagram,Regular
C05058,2024-09-18,61,Male,Pune,Google,Premium
C05059,2026-07-25,26,Male,Pune,Google,Premium
C05060,2024-06-30,37,Female,Kolkata,Organic Search,Premium
C05061,2023-10-01,54,Female,Jaipur,Referral,Premium
C05062,2026-08-10,30,Female,Ahmedabad,Organic Search,Regular
C05063,2025-07-14,60,Female,Delhi,Referral,VIP
C05064,2026-03-08,41,Male,Chennai,Instagram,Regular
C05065,2025-05-14,43,Female,Hyderabad,Direct,Regular
C05066,2024-10-27,26,Male,Lucknow,YouTube,Regular
C05067,2025-06-10,23,Male,Ahmedabad,YouTube,Regular
C05068,2026-04-01,18,Male,Delhi,Organic Search,Regular
C05069,2025-11-28,29,Male,Ahmedabad,Organic Search,Regular
C05070,2025-10-08,45,Male,Hyderabad,Organic Search,Regular
C05071,2024-08-06,62,Female,Kolkata,Referral,Regular
C05072,2023-10-01,20,Male,Chennai,Instagram,Budget
C05073,2024-11-23,60,Male,Chennai,YouTube,Regular
C05074,2025-02-22,46,Female,Bangalore,Referral,Budget
C05075,2024-05-14,42,Female,Mumbai,Referral,Premium
C05076,2025-01-04,26,Female,Hyderabad,Referral,Regular
C05077,2026-07-04,33,Female,Pune,Organic Search,Budget
C05078,2024-04-20,58,Male,Lucknow,Instagram,Budget
C05079,2024-07-24,33,Male,Lucknow,Organic Search,Premium
C05080,2023-12-29,32,Male,Pune,Instagram,Regular
C05081,2026-01-04,54,Male,Pune,Google,Regular
C05082,2025-12-27,22,Male,Lucknow,Referral,Budget
C05083,2026-05-25,41,Male,Delhi,Instagram,Regular
C05084,2024-12-26,26,Male,Hyderabad,Direct,Regular
C05085,2023-09-24,31,Female,Chennai,YouTube,Regular
C05086,2025-02-06,61,Female,Delhi,Referral,Budget
C05087,2025-02-26,18,Male,Kolkata,Direct,Regular
C05088,2024-03-23,51,Male,Hyderabad,Direct,VIP
C05089,2026-06-05,47,Female,Delhi,Instagram,Premium
C05090,2025-11-07,31,Male,Lucknow,Direct,Regular
C05091,2025-03-23,49,Male,Pune,Referral,VIP
C05092,2025-12-24,50,Female,Mumbai,Instagram,Budget
C05093,2024-02-01,34,Female,Hyderabad,Referral,Regular
C05094,2026-04-09,29,Male,Delhi,Google,Budget
C05095,2026-02-14,59,Male,Chennai,Google,Regular
C05096,2026-06-21,62,Female,Pune,Instagram,Regular
C05097,2025-09-07,30,Female,Lucknow,Google,Regular
C05098,2024-01-20,29,Female,Chennai,Organic Search,Budget
C05099,2025-10-30,27,Female,Pune,Direct,Regular
C05100,2025-01-12,24,Female,Bangalore,Instagram,Premium
C05101,2025-10-18,62,Female,Lucknow,Google,Regular
C05102,2025-03-22,57,Female,Jaipur,Google,Premium
C05103,2023-09-01,28,Female,Chennai,Google,Budget
C05104,2026-06-14,64,Male,Jaipur,Google,Regular
C05105,2025-09-19,59,Female,Pune,Instagram,Premium
C05106,2025-06-09,36,Other,Ahmedabad,Instagram,Premium
C05107,2023-12-01,62,Female,Delhi,Organic Search,Budget
C05108,2025-01-20,23,Male,Pune,Google,Regular
